,CD19_Donor76_Day11,CD19_Donor76_Day15,CD19_Donor76_Day21,CD19_Donor86_Day11,CD19_Donor86_Day15,CD19_Donor86_Day21,CD19_Donor90_Day11,CD19_Donor90_Day15,CD19_Donor90_Day21,Control_Donor76_Day0,Control_Donor86_Day0,Control_Donor90_Day0,HA_Donor76_Day11,HA_Donor76_Day15,HA_Donor76_Day21,HA_Donor86_Day11,HA_Donor86_Day15,HA_Donor86_Day21,HA_Donor90_Day11,HA_Donor90_Day15,HA_Donor90_Day21,cluster,Genesymbol,
ADGRA2,2.033217561,0.811112036,0.892510061,2.230153467,0.006456694,0.22494391,1.143504759,-0.139272932,-0.041584807,-1.69697595,-1.388493033,-1.319177099,-0.020102016,-0.066499303,-0.017246379,-0.23560432,-0.783856508,-0.058804556,-0.583130892,-0.4735297,-0.517620995,C2,ADGRA2,ENSG00000020181.17
RUNX3,-0.959950028,-0.550481983,1.338635313,-1.280007062,-0.716925657,1.408363117,-0.75572824,-0.698648999,1.494902736,-2.402914692,-0.923301954,0.8234053,0.54803809,0.251193646,0.905748133,0.424644858,-0.200054803,0.609784857,0.260725288,-0.186152386,0.608724468,C5,RUNX3,ENSG00000020633.18
GRAMD1B,-0.448499516,0.547460213,0.502384202,-0.78493202,0.009609489,0.699158309,-0.266417272,0.355120609,0.771740128,-2.610898882,-1.898533405,-1.663761285,0.141965784,0.511710334,1.002173686,-0.409729706,0.437676337,0.747564221,0.570535379,0.76008341,1.025589986,C4,GRAMD1B,ENSG00000023171.16
BIRC3,-0.51876237,-0.043627384,1.294200945,-0.689611267,-0.369884764,1.12231147,-0.191186646,-0.138571021,1.123772591,-2.389861636,-1.936800679,-1.702730555,0.34653971,0.518916457,0.520852158,0.48849998,0.370422296,0.774614832,0.706638455,0.122008452,0.592258977,C4,BIRC3,ENSG00000023445.13
PLEKHO1,0.422062365,1.602355933,1.600067319,0.147057615,1.239988931,0.634733623,0.244166977,1.221513066,0.589306083,0.525931479,-0.146597623,-0.142959529,-0.756721518,-0.217613572,-1.970198114,-0.132120626,-0.312969504,-1.60865149,-0.905841334,-0.557661739,-1.475848341,C2,PLEKHO1,ENSG00000023902.13
EHD2,-0.779613788,-0.857209331,-0.766661398,-0.569596915,-0.798851952,-0.813647891,-0.614213109,-0.798779512,-0.999139633,-0.876997656,-0.968816329,-0.782662566,0.281165684,0.612712288,0.480384064,1.548420759,1.264218415,1.266045648,1.475760851,1.274316466,1.423165905,C3,EHD2,ENSG00000024422.11
RRAGD,0.060620169,-1.37041457,-1.154051815,1.260682964,-0.625059355,-0.885692962,1.478151147,-0.584798754,-0.523629776,-1.3442203,-0.753269482,-1.093700666,0.43934508,-0.021666743,-0.497841788,1.958383056,0.507213966,0.651742515,1.423558586,0.327854258,0.74679447,C1,RRAGD,ENSG00000025039.14
TYMP,0.533206052,1.868405556,0.565239884,-0.076998741,1.236436825,-0.273408468,-1.389226743,1.800188129,-0.137766028,0.976330072,-0.694066739,0.066302711,-0.399583571,-1.801728798,-0.398527272,1.192373303,-0.21422697,-0.976920592,-0.937512901,-0.04453977,-0.893975938,C2,TYMP,ENSG00000025708.13
VIM,0.990730305,0.504394226,0.777861062,0.800461982,0.653168566,0.904186401,1.018757952,0.599231911,0.92341985,-2.512715608,-1.825070459,-1.829279393,-0.273246599,-0.554889741,0.42401875,-0.224357502,-0.385621428,0.229571129,-0.308398862,-0.201520124,0.289297581,C2,VIM,ENSG00000026025.15
CD44,-0.560846062,0.479480315,2.067677534,-0.777749215,0.081348993,1.070970076,-0.391614492,0.295143529,1.086308023,0.381434846,1.071308101,1.371371108,-0.809231782,-0.525498435,0.5255254,-0.983987811,-0.939959135,0.451089003,-1.70678042,-1.455341154,-0.730648421,C2,CD44,ENSG00000026508.17
KCNG1,-0.973239621,0.138156907,-0.886524142,-1.085871913,-1.010907953,-0.224104629,-0.777043162,-0.281129215,0.005482045,-1.085871913,-1.085871913,-1.085871913,1.204397826,0.99956196,0.42533645,0.337755733,1.842728983,-0.095922677,1.497742045,1.809235875,0.331961226,C3,KCNG1,ENSG00000026559.13
AGPAT4,-0.704193614,-0.357873078,-0.587502542,-0.343673118,-1.071363652,-0.287123312,-0.178653062,-1.089269923,-0.931740378,0.014182601,1.931286564,2.528056644,-0.807668891,-0.644575515,0.848376106,-0.498251834,0.904912912,1.304623489,-0.717630904,0.632456239,0.055625269,C5,AGPAT4,ENSG00000026652.13
BTN3A1,0.876123877,-1.047240199,-0.640470537,0.856336357,-0.36281829,-0.287761136,0.727553563,-0.768686983,-1.270451402,0.813690708,2.161003852,2.222394322,0.044884702,0.019211942,-1.108935591,0.278443896,-0.271050658,0.127796731,-0.337702675,-1.327405298,-0.704917181,C1,BTN3A1,ENSG00000026950.16
INSRR,-0.572504789,-0.908508593,-0.778223382,-0.232747544,-0.924178778,-0.785674567,-0.220256426,-0.695268311,-0.396599372,-1.402367458,-1.369426978,-1.32500338,1.023471427,1.04057276,0.907779136,1.123985045,0.858904981,1.284281486,1.107271919,1.001760231,1.262732593,C3,INSRR,ENSG00000027644.4
SH2D2A,-0.719087215,-0.412107947,0.216530213,-0.714869157,-0.867430392,0.091183039,-0.533654512,-0.507863654,0.535448624,-2.182643474,-1.576495242,-1.387552495,0.758694414,1.016222653,0.933862571,0.435679965,0.501062232,1.082543239,0.904513091,0.951813487,1.474150561,C5,SH2D2A,ENSG00000027869.11
TNFRSF1B,0.172700359,0.853570473,0.86138793,-0.268564751,0.372894494,0.677132372,0.185108043,0.77526772,0.838274191,-3.105512202,-2.320754775,-0.950577655,0.494201105,0.247477195,0.093524852,0.261153713,0.012210869,0.259357537,0.256857828,0.173547307,0.110743396,C4,TNFRSF1B,ENSG00000028137.18
BRD9,-0.094148347,0.605229077,0.491978401,-0.176178229,0.943617423,0.866404973,-0.448749687,1.196584675,0.906658068,-3.060196467,-1.629782636,-0.284956195,-0.455893739,-0.154476977,0.669774119,-0.909640417,0.505840675,0.647856844,-0.63991478,0.651849399,0.368143819,C4,BRD9,ENSG00000028310.17
ARNTL2,0.283958401,0.800308717,0.983497186,-0.442867563,0.49420219,0.663738451,-0.337029868,0.172211308,0.59022936,-2.324648347,-2.351778377,-2.063928382,0.403441231,0.54537803,0.783004396,0.292385099,0.456948739,0.298037555,0.11903468,0.507906349,0.125970845,C4,ARNTL2,ENSG00000029153.14
BCLAF1,-0.535417154,0.843334021,1.682914983,-1.211083223,0.395846148,1.215896987,-0.448315478,0.139579515,1.323972895,-1.636283713,-1.292202618,0.017926378,-0.265961493,-1.022551104,1.575270381,-1.152092873,-0.334595569,0.853612592,-0.26825927,-0.61253275,0.730941346,C4,BCLAF1,ENSG00000029363.16
ANK1,-1.359923352,-0.976136837,-1.21347989,-0.854984,-0.660022661,-0.945902524,-1.008345018,-0.497471277,-0.057022055,-0.324386439,0.319709961,2.025788057,0.040731903,-0.157892333,0.543745369,-0.579122496,1.123320781,1.822272625,0.560691241,0.860417497,1.338011448,C5,ANK1,ENSG00000029534.19
ARHGAP31,-1.118529921,1.231494326,1.794178224,-1.312695614,0.750522747,1.077730958,-1.332173334,0.929328528,0.844017201,-1.648420481,-1.336408042,-0.708014478,-0.22308195,-0.132897169,0.380168182,-0.581068665,0.896179727,-0.160186521,0.409953954,0.683326254,-0.443423928,C4,ARHGAP31,ENSG00000031081.10
ABCF2,-0.21704903,1.415676071,0.819225721,-1.157699554,1.324921117,0.226746457,-0.581480941,1.555848399,0.519001926,-2.011316388,-1.716160451,-0.69796486,-0.508819607,0.33585779,0.606290532,-0.76992477,0.708406053,0.137312806,-1.03178888,0.807315789,0.235601819,C4,ABCF2,ENSG00000033050.7
FUT8,0.061850448,0.352909926,0.486905398,-0.225600711,0.366244472,0.277113367,0.053244415,0.559188766,0.411823571,-2.48677054,-2.715200415,-1.576381333,0.666826777,0.132226043,0.913117665,0.363364372,0.335330429,0.543059215,0.895068015,0.154441117,0.431239004,C4,FUT8,ENSG00000033170.16
GAB2,-0.468702525,0.623127688,0.496481779,-0.145070285,0.963590497,0.925639786,0.106603551,1.098730674,0.786649307,-2.244697068,-2.358275743,-1.89360955,-0.398722593,0.467971203,0.080262081,0.105975391,0.590000882,0.436285922,-0.013482186,0.538468858,0.302772332,C4,GAB2,ENSG00000033327.12
ATP6V0A1,-0.909902835,-0.969796914,-0.681917105,-0.568548376,-0.760412792,-0.229436558,-0.728872789,-0.734690635,-0.255212694,-2.145509395,-1.06338559,-0.17582007,0.809210177,0.775882448,1.019098776,0.718350623,0.947021955,1.382324671,1.093135976,1.125409629,1.353071497,C3,ATP6V0A1,ENSG00000033627.16
MAP2K3,-0.889918782,0.133140433,1.544368807,-1.147240315,-0.66636001,1.007101357,-0.619918948,-0.650161808,1.370510681,-1.231607428,-2.229573091,-1.168943268,1.022597666,0.664229358,0.844058958,0.679582509,0.459533828,0.557693838,0.50249289,0.048578426,-0.230165103,C4,MAP2K3,ENSG00000034152.18
RNF19A,-0.669557847,-0.665136083,-0.040397863,-0.540369382,-0.923800912,0.276126351,-0.266847277,-0.697232008,0.341622634,-2.747774253,-1.445229846,-0.390729442,0.749748631,0.544169145,0.458977687,0.860729345,0.762920393,1.362050008,1.1795096,0.740415835,1.110805284,C5,RNF19A,ENSG00000034677.12
SH3YL1,-0.087428069,-0.697158912,-1.632268321,0.663805276,-0.429100553,-1.322909776,-0.889334639,-0.146672994,-0.963713381,1.476305377,2.577054392,1.301882869,-0.492523168,-0.597499425,0.29065869,-0.041683892,0.444578501,-0.012049108,-0.052576872,1.059509053,-0.448875048,C1,SH3YL1,ENSG00000035115.21
VCL,1.516792281,0.101348133,1.091449275,0.965133996,-0.368418413,0.582872525,1.576249208,0.128059235,0.29995288,-0.993767812,-0.198941463,2.284424458,-0.952297342,-1.196962052,-0.575791061,-0.999929179,-1.172615772,-0.550972888,-0.242398023,-0.711798316,-0.582389669,C2,VCL,ENSG00000035403.17
DAPK2,-0.848195667,-1.227005469,-1.031766692,-0.045260581,-1.050219669,-0.267909404,0.698453381,-0.460562868,0.679387741,-1.236611096,-1.556488558,-1.019666214,0.075659499,0.258714325,0.748602945,0.539169307,0.28494706,1.460517986,0.8360763,1.059605492,2.102552184,C5,DAPK2,ENSG00000035664.11
STAP1,0.08927974,0.701017964,1.267017259,0.270444351,0.522190011,0.764307461,0.015503996,0.362928341,0.830162196,-2.459045828,-2.498402135,-1.823802277,0.258075908,0.316615437,0.270107783,0.364622214,0.226286927,0.287896109,0.108895266,0.09723707,0.028662207,C4,STAP1,ENSG00000035720.7
MYOM2,-0.59233165,-0.097929097,-0.029620155,0.300915599,0.878508526,1.671390835,0.130244485,1.273368039,1.017087897,-1.024015246,0.956374694,2.412309764,-0.937625031,-0.479757762,-0.737059748,-0.93685561,-0.873999123,-0.600354474,-0.854040915,-0.90150114,-0.575109889,C2,MYOM2,ENSG00000036448.9
METTL1,-1.388423797,0.691464995,0.396495375,-1.75279108,1.121254622,0.729293588,-1.481388934,0.549719232,0.952346012,0.616236029,-0.405751444,-0.856995184,-1.312857802,-0.087108989,1.461539179,-1.012260069,0.641561529,0.702846283,-0.995146742,0.918496641,0.511470556,C4,METTL1,ENSG00000037897.16
AGA,0.813348565,0.705559475,1.23385181,0.823869481,0.397842144,0.55502932,0.344464404,1.653116083,0.704823366,-0.136503761,-0.840490461,0.126393719,-1.598098458,-0.537626538,-0.273707814,-1.729839016,0.657876693,-1.828849245,-0.917194301,0.801449733,-0.955315199,C2,AGA,ENSG00000038002.8
MSR1,0.80199077,-0.220437257,-1.056298887,-0.132551368,1.680566574,-1.550342023,-0.466190003,1.038834984,-0.841931085,-1.446068692,-1.680852024,0.809442664,-0.272253859,1.060588929,0.196557172,-0.967561022,0.421401356,1.018803062,0.395609612,1.344050328,-0.133359231,C4,MSR1,ENSG00000038945.14
RIPOR1,0.180784292,-1.333456659,-1.778152028,0.838040972,-0.536016824,-0.158664385,0.367459528,-0.451784921,-0.856588814,-2.029569389,-1.312926515,-0.20090057,0.329244673,0.545892558,0.385885537,1.365951194,1.264197416,0.611655084,1.122829854,0.97695281,0.669166187,C3,RIPOR1,ENSG00000039523.19
RAI14,-1.005998167,-0.554891695,-0.286061361,-0.844491278,-0.711259822,-0.965913353,-1.099919442,-0.171565241,-0.757704525,-1.144852123,-0.725999927,0.157974302,0.458506896,-0.048517829,1.902804597,-0.518624937,0.566166622,1.376020868,1.24487256,1.503697318,1.625756537,C5,RAI14,ENSG00000039560.13
RTN4R,1.876548854,-0.077737661,-0.381748623,1.602715573,0.370417768,-0.541863434,-0.562700687,-0.552150556,-0.757555587,1.573847297,1.578324255,0.992315636,0.048974648,-0.99590917,-0.221812692,0.528284647,-1.216332714,-0.443147271,-0.577751489,-1.52880657,-0.713912222,C2,RTN4R,ENSG00000040608.13
INPP4A,1.276966177,1.672314228,1.415749999,0.048901141,0.557592906,0.648094425,0.977633328,1.20660054,0.807884931,-1.857285894,-0.728152304,0.369326999,-0.214343105,-0.091055764,-0.582606398,-0.709166983,-0.719937626,-0.790653179,-1.077649431,-1.031888398,-1.178325591,C2,INPP4A,ENSG00000040933.15
RAB27B,-0.529376207,0.27333934,1.412768281,-0.738498949,1.54052621,1.293664569,-0.5699395,0.128231784,2.586267406,-0.723568991,0.264468058,1.034473437,-0.87993773,-0.748305881,-0.761080504,-0.143813926,-0.786183709,-0.770777854,-0.779437333,-0.57680583,-0.526012669,C4,RAB27B,ENSG00000041353.9
SPATA7,1.645607459,-0.099157403,-0.073256449,0.455551432,-1.507026133,-1.297954899,0.98662989,-1.052303617,-2.095739596,1.204648766,-0.624697243,-1.19746234,0.590334751,0.26849527,0.977889093,-0.118194588,-0.413059775,0.24217748,0.432682024,1.116117452,0.558718427,C1,SPATA7,ENSG00000042317.16
BARX2,-0.831928508,-0.737450915,-0.642233404,-0.733118445,-0.706581597,-0.692074318,-0.705890984,-0.687012854,-0.435439568,-0.859135196,-0.859135196,-0.83309438,0.180860201,0.718232448,1.99404309,-0.110784606,0.718434494,1.777391812,0.328075883,1.153170441,1.963671601,C5,BARX2,ENSG00000043039.6
CTNNA1,-0.353363039,-0.158649908,-0.178627961,-0.673031665,-0.644442993,-0.295773797,-0.073663891,0.294087739,0.311216559,-2.399409152,-2.212754345,-1.121777246,0.971907147,1.01032463,0.893791518,0.607962931,0.514578693,0.443100469,1.172263216,0.912976155,0.979284939,C5,CTNNA1,ENSG00000044115.20
HSPA5,-1.127797791,0.871268553,1.555328171,-1.357975898,1.265000733,1.336569393,-1.113204985,0.877641508,1.144938359,-1.230618531,0.051190239,0.70950321,-1.379062599,-0.778465741,0.440514031,-0.923831708,0.003692044,0.36406441,-1.097116113,0.118682707,0.269680009,C4,HSPA5,ENSG00000044574.7
ARAP2,-0.760753347,-0.577246313,1.079921867,-0.703074103,-0.286963747,1.334702826,-0.192139987,-0.081919487,0.820808389,-2.599223416,-0.275367142,1.539544235,-1.246964568,-0.150890283,0.966114588,-0.67789112,-0.222281227,1.060798028,-0.48716592,0.416981673,1.043009054,C4,ARAP2,ENSG00000047365.11
SCML1,-0.954081552,-0.601278083,0.259663203,-0.926619183,-0.788102702,-0.917745255,-1.165704796,-0.989826958,-0.60945672,1.644040802,2.595046592,1.72234935,0.199731592,0.810577137,-0.061684668,0.208187606,-0.063786028,0.335938783,-0.272782757,-0.528145382,0.103679019,C5,SCML1,ENSG00000047634.14
HDAC9,-0.959540168,-1.068296169,-0.917531746,-1.092476384,-0.859765223,-0.589160915,-0.997069545,-0.426420161,-1.014706862,-0.767182744,-0.543755349,1.118387956,0.287443416,-0.052601899,0.101956997,1.093661267,1.070225018,1.35007084,1.459808555,1.134014474,1.672938642,C3,HDAC9,ENSG00000048052.21
NOP16,-0.427222342,1.542430268,0.49221834,-0.398530915,1.768767522,0.423435157,-0.764526093,1.567551529,0.68640364,-1.086915689,-1.540732326,-1.788000815,-0.71378125,-0.407203059,0.327879525,-0.663903385,0.774813009,0.053337021,-0.759189817,1.024181664,-0.111011986,C4,NOP16,ENSG00000048162.20
CC2D2A,0.729162713,0.682527971,-0.09891019,0.520217842,1.444153311,-0.304449864,1.539563784,-0.898302658,0.990809946,-2.556576058,-0.345858927,0.519954895,-0.824118545,-0.44074058,1.183319329,-0.507404576,-0.312374069,-0.200080786,-0.430275737,-1.43307874,0.742460937,C2,CC2D2A,ENSG00000048342.15
RRM2B,-0.104313136,0.038954406,0.783898848,-0.52739514,-0.122628711,0.214497958,-0.203930555,-0.204450946,0.333557938,-2.504836636,-2.242839549,-1.716094962,0.77018119,0.930936877,0.840407441,0.367192273,0.541649073,0.762223685,0.726368466,0.558107502,0.758513975,C5,RRM2B,ENSG00000048392.11
ZNF800,-0.761346119,0.56562073,0.824272682,-1.298688794,0.215658141,0.800500262,-0.934060177,0.231675635,0.695778811,-2.41751268,-0.824937985,1.405987242,-0.897206034,0.360353709,1.249793218,-1.104290398,0.704708041,0.936088531,-0.74405994,0.477345291,0.514319832,C4,ZNF800,ENSG00000048405.9
SNX29,1.519317621,0.039823101,-0.207756127,1.273493905,0.659471191,0.475236129,1.979076559,0.784128581,0.439846493,-2.517689615,-1.382813601,0.271121386,-0.763390763,-0.690460402,-0.051332899,0.043287462,-0.554308427,0.081347535,-0.763170028,-0.594027019,-0.041201081,C2,SNX29,ENSG00000048471.13
GUCA1A,-0.929688321,-0.929688321,-0.929688321,-0.516011312,-0.732260033,-0.692010323,-0.50490296,-0.391514815,-0.929688321,-0.929688321,-0.204160191,-0.929688321,0.154877465,-0.361598156,1.404941574,1.326460714,0.56672501,2.224098229,0.82558179,1.53505852,0.942844411,C3,GUCA1A,ENSG00000048545.13
COL9A2,-0.567562301,-0.323931915,0.317064194,-0.788719174,-0.663474976,-0.299840644,-1.001321572,-1.000791729,-0.521807078,-1.485566847,-1.594112722,-1.193740319,0.684461855,1.002913988,1.320909665,0.959039884,0.962005566,1.469863077,0.570524484,1.087510378,1.066576184,C5,COL9A2,ENSG00000049089.13
ERCC8,-0.034434578,0.263362897,0.202284977,1.236345355,0.906907987,1.263363774,-0.275650906,0.733360058,1.131236168,-2.464563355,-2.041401188,-0.851405748,-0.95099109,-0.298934297,0.715213488,-0.671171036,0.695592605,0.533331698,-0.504490384,0.11063472,0.301408854,C4,ERCC8,ENSG00000049167.13
TNFRSF9,-0.752968002,0.341653474,0.933044554,-1.074443366,-0.344153575,0.376213654,-0.516125845,-0.088841341,0.84126379,-2.123160989,-1.746281441,-1.910950821,0.575028422,0.976631561,0.580595931,-0.009599931,0.71575902,0.548163932,0.928415136,0.955693478,0.794062359,C5,TNFRSF9,ENSG00000049249.8
LIMA1,-0.139512342,-0.044380639,0.274714501,-0.324770539,0.297249917,0.449293739,-0.157522614,0.18161602,0.57833834,-2.74579199,-1.328713209,-1.861673545,-0.32266129,0.22888536,1.286376945,-0.465642093,0.501997346,1.224027066,0.161932341,0.872734256,1.33350243,C5,LIMA1,ENSG00000050405.13
PTGER3,-0.345071947,1.058742694,1.710232309,-0.376867139,0.673557646,1.30128811,0.66360135,1.719181298,1.821666904,-1.00219186,-1.208371451,-1.170334713,-0.87954468,-0.729225912,-0.646096601,-0.404183162,-0.675202784,-0.450672381,-0.53807214,-0.375696591,-0.146738951,C2,PTGER3,ENSG00000050628.20
TNIP3,-0.883350791,-0.087520733,0.596009687,-0.835033472,-0.494503394,0.059962643,-1.438773247,-0.589670863,0.410938746,-2.033618539,-1.631729887,-1.052050715,0.616813839,1.001837204,1.111908182,0.523719291,0.929222078,1.095534386,0.791518291,0.873332344,1.035454952,C5,TNIP3,ENSG00000050730.15
BCAR1,-0.896224737,-0.276481218,1.362201126,-0.984958273,-0.582030291,-0.269866645,-0.984958273,-0.984958273,1.483520025,-0.984958273,-0.922161763,-0.736784494,0.312132628,1.713811787,0.291022728,-0.192205557,-0.867046003,0.107863801,0.214166461,1.986066905,1.21184834,C5,BCAR1,ENSG00000050820.16
HERPUD1,-1.294416654,-1.386773801,-0.584288196,-0.915506427,-0.8701617,0.09804258,-0.325294695,-0.693283253,-0.04483174,-1.926252654,-0.562518711,-0.543386483,0.696332268,1.054490548,1.43314863,0.717165933,0.902044804,1.141778369,0.88075748,1.023491205,1.199462498,C5,HERPUD1,ENSG00000051108.14
HOMER3,-1.524221032,-0.213914595,-1.507647617,-1.01175847,-0.656709691,-1.457891291,-1.544905444,-0.389112286,-0.509937505,0.347889626,0.642183161,0.586139583,0.499833166,0.462183399,0.209606651,0.557160318,1.783891399,0.91327139,0.880678014,1.525187005,0.40807422,C3,HOMER3,ENSG00000051128.18
PIK3CB,-0.476002083,0.161914271,-0.728915166,-1.799844169,0.316994864,0.376449722,-0.586490508,0.509227026,0.089938046,-2.455008424,-1.780570643,-0.341583557,0.682129849,0.500504573,0.519259524,0.253716373,1.269525877,0.686113503,0.73810661,1.016594975,1.047939335,C5,PIK3CB,ENSG00000051382.8
RRP12,-1.342767028,0.795306303,1.031463028,-1.409919086,0.646784643,0.821696983,-1.093598587,0.657980321,0.673830924,-1.957480429,-0.496451771,-1.108184115,-0.387989457,0.09983493,1.256694602,-0.812334372,0.187666327,1.023907678,-0.643266774,0.934564626,1.122261253,C4,RRP12,ENSG00000052749.13
MSMO1,-0.014162771,0.258057026,0.281298084,0.065523634,0.44986032,0.050143551,0.136282852,0.194310379,0.007905654,-2.865853486,-2.023630438,-1.473868916,1.04400837,0.653678331,0.211200021,1.374396973,0.66884474,0.166890972,1.008067495,0.174793486,-0.367746277,C1,MSMO1,ENSG00000052802.12
MRTO4,-0.513265078,1.205887473,0.778012774,-0.392774477,1.169729439,0.680715723,-0.566851857,1.065706889,0.95814697,-1.900806105,-1.667421008,-1.937867184,-0.590480256,-0.153113264,0.896899448,-0.732264955,0.655106886,0.330495002,-0.414157877,0.796736334,0.331565124,C4,MRTO4,ENSG00000053372.4
NNAT,-1.388815344,0.536383232,-0.15127247,-0.777614621,0.21970177,-0.362089649,-0.448558363,-0.387666538,-0.323755662,-1.976346941,-2.226455167,1.264186736,0.273067864,0.162717142,0.503974124,0.369185143,0.182290723,1.328434635,1.238747728,0.590282686,1.373602971,C5,NNAT,ENSG00000053438.8
KCNQ1,1.353185715,0.273895577,0.249406093,1.356495784,0.585911859,0.102342581,0.977162954,0.652434014,-0.133752007,0.998089545,1.263981049,0.929675455,-0.620617261,-0.825390729,-1.651084129,0.189137552,-0.558892868,-1.064399361,-1.108747396,-1.295499441,-1.673334983,C2,KCNQ1,ENSG00000053918.15
OPN3,1.533470138,-0.228828551,-0.80876575,1.278224669,-0.32838776,-0.137685832,1.119061159,0.192537371,-0.026074884,-2.62402631,-1.120125093,-1.741572076,0.636152411,-0.441055002,0.365119264,0.659690405,0.366729157,0.139609179,1.17763441,0.062846352,-0.074553257,C1,OPN3,ENSG00000054277.13
SDCCAG8,0.06834624,-1.368377682,-0.389928486,0.403027529,-0.880061912,-0.67471652,1.197034015,-0.833968204,0.358251029,-2.792364584,-0.921888804,-0.136799931,0.233764814,0.012392513,0.718995437,0.297820163,0.348105954,0.976654044,1.28935428,0.867005312,1.227354794,C1,SDCCAG8,ENSG00000054282.15
PTPRN,-0.454783946,-0.836361215,-0.479925566,-0.300365667,-0.75071026,-0.836361215,-0.560194466,-0.755629896,-0.573705209,-0.836361215,-0.836361215,-0.836361215,0.563398077,-0.812952753,1.667957692,0.80052912,-0.264787329,1.524786101,1.941293554,1.039102409,1.597794216,C3,PTPRN,ENSG00000054356.13
SYNE2,1.052635277,0.649580473,1.097505693,0.749631497,0.519088929,0.826598786,0.825441456,0.719088988,0.508888541,0.266583008,0.271652558,1.738184214,-0.694760081,-1.105559936,-0.436917797,-0.931655906,-1.203116557,-0.567654743,-1.51936199,-1.862653667,-0.903198743,C2,SYNE2,ENSG00000054654.16
ATP9A,-1.066086051,-0.971937921,-0.227574266,-1.019170563,-0.949386894,-0.811710138,-1.017393706,-0.755650166,-0.55741657,-0.857161785,-0.82007529,-0.437173996,0.765591885,0.653006295,1.409520429,0.317111023,0.654409971,1.438828099,1.267206215,1.27635945,1.708703981,C5,ATP9A,ENSG00000054793.13
EIF2AK2,-0.523840936,1.40683169,1.046380665,-0.693834788,1.085413286,0.802798308,-0.68837629,1.012574458,0.629045885,-1.689990541,-2.247744994,-0.898773202,0.017522197,-0.113648005,0.434831454,0.786845687,1.247948828,-0.248260245,-0.910427184,0.198638474,-0.653934745,C4,EIF2AK2,ENSG00000055332.16
USP36,-1.253551915,-0.239848873,0.718111657,-0.9194705,0.004124821,1.083256006,-1.12740831,0.072791153,0.607690744,1.04268379,1.009046088,2.172903784,-1.724676342,-0.476684022,0.13507065,-1.294357349,0.030944897,0.776194425,-1.261481007,0.140541247,0.504119055,C4,USP36,ENSG00000055483.19
MCOLN3,-0.303328665,0.868071858,1.730193758,-0.17194227,-0.379083383,1.732097838,-1.041728262,-0.030447435,1.513827577,-1.286977566,-1.286977566,-1.286977566,-0.872835713,0.085421295,0.845370473,-0.945269845,0.58895344,1.019127698,-0.62792367,-0.560801428,0.411229432,C4,MCOLN3,ENSG00000055732.12
